1700000,2200000,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4 
1700000,2200000,3,1,1,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4
1700000,2200000,3,1,1,4,3,3,4,3,4,2,3,3,4,4,2,4,4,3,4,2,2,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,3
1700000,2200000,3,1,1,4,3,3,4,3,4,2,3,3,4,4,2,4,4,3,4,2,2,4,4,4,4,4,3,3,3,3,3,4,3,2,4,3,3,4,4,4,3,4,4,4,3
1700000,2200000,3,1,1,4,3,3,4,3,4,2,3,3,4,4,2,4,4,3,4,2,2,4,4,4,4,4,3,3,3,3,2,4,3,2,3,3,3,4,4,4,3,4,3,4,3
2300000,2800000,3,1,1,4,3,3,3,3,4,2,3,3,4,3,4,4,4,3,4,2,2,4,4,4,4,4,3,3,3,3,2,4,3,2,3,3,3,4,4,4,3,4,3,4,3
2300000,2800000,3,1,1,4,3,3,3,3,3,2,3,3,4,3,4,4,4,3,4,2,2,4,2,3,3,4,2,3,3,3,2,2,3,2,3,3,3,4,4,4,3,4,3,4,3
2300000,2800000,3,1,1,4,3,3,3,3,3,2,3,3,4,2,3,2,3,3,4,2,2,4,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,4,3,4,3,4,3,4,3
2300000,2800000,3,1,1,4,3,3,3,3,4,4,2,3,4,4,2,3,2,4,3,4,3,2,4,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,4,3,4,3,4,3,3
2300000,2800000,3,1,1,4,3,3,3,3,4,4,2,3,4,4,2,3,2,4,3,4,3,2,4,2,2,2,3,2,4,3,3,2,2,3,2,4,3,4,4,3,3,3,4,2,3
2900000,3400000,3,1,1,3,2,3,2,4,3,2,3,4,4,2,2,3,3,3,4,3,2,3,2,3,3,3,2,3,3,3,2,2,3,2,4,3,4,4,3,3,3,4,2,3,3
2900000,3400000,3,1,1,3,2,2,2,4,3,2,3,4,4,2,2,2,3,3,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,4,3,4,4,3,3,3,4,2,3,3
2900000,3400000,3,1,1,2,2,2,2,4,3,2,3,4,4,2,2,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,4,3,4,4,3,3,3,4,2,3,3
2900000,3400000,3,1,1,2,2,2,2,3,3,2,3,3,3,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,4,3,3,3,3,3,2,2,3
2900000,3400000,3,1,1,2,2,2,2,2,1,2,3,2,2,2,2,3,3,2,2,2,2,3,2,2,2,1,2,3,3,3,2,3,2,2,2,3,3,3,3,2,3,3,2,2,3
3500000,4000000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2
3500000,4000000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3500000,4000000,3,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
3500000,4000000,3,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,3,3,2,2,2,2
4100000,4600000,3,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,3,3,2,1,2,1
4100000,4600000,3,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,3,2,1,2,1
4100000,4600000,3,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,3,2,1,2,1
4100000,4600000,3,1,1,2,1,2,2,1,2,2,2,1,2,3,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,3,2,1,2,1
4700000,5200000,3,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1
4700000,5200000,3,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1
4700000,5200000,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1
4700000,5200000,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1
4700000,5200000,3,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1
4700000,5200000,3,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1
2000000,2500000,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2000000,2500000,3,2,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4
2000000,2500000,3,2,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4
2000000,2500000,3,2,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,4,4
2600000,3100000,3,2,1,4,4,4,3,3,4,3,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,4,4
2600000,3100000,3,2,1,4,4,4,3,3,4,3,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,4,4
2600000,3100000,3,2,1,4,4,4,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,4,3,3,4,3,3
2600000,3100000,3,2,1,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3
3200000,3700000,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3
3200000,3700000,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3
3200000,3700000,3,2,1,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3
3200000,3700000,3,2,1,3,2,3,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
3200000,3700000,3,2,1,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,4,4,4,3,3,3,4,4,3,2,3,3,4,3,3,3,3,3,3,3
3800000,4300000,3,2,1,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3
3800000,4300000,3,2,1,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3
3800000,4300000,3,2,1,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,4,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,3
3800000,4300000,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,4,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3
4400000,4900000,3,2,1,2,2,2,2,2,1,1,1,1,1,2,2,3,3,2,2,2,2,3,4,4,4,4,3,3,2,2,2,2,2,2,1,1,1,2,3,3,3,3,3,3,3
4400000,4900000,3,2,1,2,2,2,1,2,1,1,1,1,1,2,2,3,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,1,1,1,2,3,3,3,3,3,3,3
4400000,4900000,3,2,1,2,1,1,1,2,1,1,1,1,1,2,2,3,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,1,1,1,2,2,2,3,3,2,3,3
4400000,4900000,3,2,1,2,1,2,1,2,1,1,1,1,1,2,2,3,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,3,3,1,1,1,2,3,3,3,3,2,3,3
